0.71707,0.020711,0.030886,0.13742,3.0074e+07,1
0.78677,0.014824,0.024318,0.12582,3.6184e+07,0
0.77361,0.018514,0.029991,0.13557,4.0533e+07,1
0.77863,0.017549,0.036005,0.13894,4.2718e+07,0
0.78519,0.025945,0.023998,0.12261,3.054e+07,0
0.67141,0.012832,0.024645,0.13075,2.7275e+07,1
0.73768,0.019453,0.024877,0.13244,2.4025e+07,1
0.74183,0.012125,0.047656,0.15488,3.8043e+07,0
0.73873,0.020651,0.048422,0.15747,6.0217e+07,0
0.70621,0.015519,0.019129,0.11865,2.2694e+07,0
0.80124,0.0081749,0.031353,0.13604,3.8516e+07,0
0.79009,0.013661,0.054306,0.15655,4.3591e+07,0
0.68597,0.019926,0.038072,0.139,4.9142e+07,1
0.78767,0.032767,0.029588,0.13626,3.4272e+07,0
0.74129,0.0092907,0.043832,0.14136,4.1021e+07,0
0.7782,0.014547,0.043664,0.14739,5.537e+07,1
0.73412,0.0060584,0.023502,0.13233,2.2135e+07,0
0.719,0.0072601,0.053927,0.15266,4.6707e+07,0
0.79221,0.033568,0.044867,0.14748,5.0835e+07,0
0.70092,0.0076295,0.021456,0.11974,3.0062e+07,1
0.72404,0.01367,0.031339,0.13676,3.1422e+07,0
0.8175,0.0052983,0.017281,0.11099,1.4465e+07,0
0.77867,0.013484,0.024888,0.12422,2.1906e+07,0
0.72127,0.011304,0.020406,0.11684,1.6679e+07,1
0.74797,0.0076327,0.0203,0.11553,2.2021e+07,1
0.76207,0.0059945,0.017986,0.11788,2.2215e+07,0
0.74522,0.016238,0.054473,0.14794,5.6571e+07,0
0.74182,0.013099,0.057657,0.15208,6.2526e+07,1
0.82762,0.011319,0.029981,0.12744,3.5059e+07,0
0.78234,0.017744,0.041002,0.14191,4.0478e+07,0
0.74293,0.0062315,0.035615,0.13812,3.9636e+07,1
0.72915,0.013732,0.076716,0.15566,6.9955e+07,0
0.68389,0.012503,0.027235,0.13499,2.4823e+07,0
0.73347,0.021409,0.030147,0.13411,3.1253e+07,1
0.70065,0.015272,0.036027,0.14114,3.661e+07,0
0.78646,0.026298,0.036058,0.13354,3.7261e+07,1
0.70423,0.00772,0.02373,0.12921,3.7921e+07,0
0.7417,0.0076575,0.043999,0.14285,4.7017e+07,0
0.73714,0.0087306,0.02758,0.12696,2.5074e+07,0
0.78986,0.014494,0.02915,0.13399,2.6686e+07,0
0.72141,0.015436,0.033107,0.13954,3.1225e+07,0
0.70842,0.011092,0.024903,0.1276,2.5661e+07,1
0.72665,0.014248,0.04774,0.15267,3.8995e+07,0
0.71029,0.014199,0.06739,0.1604,6.5788e+07,0
0.75101,0.016242,0.027502,0.13344,3.484e+07,0
0.74466,0.013483,0.039704,0.14813,3.7415e+07,0
0.74603,0.018029,0.028187,0.12879,2.9284e+07,1
0.68809,0.0097251,0.023445,0.12935,3.0435e+07,0
0.76845,0.012202,0.042698,0.14604,3.8835e+07,0
0.75913,0.018711,0.03585,0.14179,3.2023e+07,0
0.74923,0.0097672,0.028806,0.13347,2.8854e+07,1
0.74868,0.023233,0.048383,0.16024,4.8469e+07,0
0.74157,0.018132,0.048011,0.15794,4.7911e+07,1
0.68822,0.0082015,0.040167,0.14615,3.9019e+07,1
0.77305,0.029984,0.039871,0.13892,3.09e+07,0
0.73836,0.0069679,0.035717,0.14937,3.3842e+07,0
0.71582,0.012062,0.026151,0.12535,2.7887e+07,1
0.71551,0.01058,0.052743,0.15265,4.7769e+07,1
0.76073,0.019868,0.043755,0.13937,4.289e+07,1
0.74742,0.024421,0.034761,0.1404,3.42e+07,1
0.74355,0.021665,0.063044,0.13734,4.7708e+07,1
0.77499,0.0085803,0.040411,0.13913,4.3473e+07,0
0.74338,0.011795,0.04246,0.14538,5.0641e+07,0
0.74337,0.0071036,0.021831,0.12006,3.4494e+07,0
0.75615,0.017639,0.046416,0.1572,3.9802e+07,0
0.7728,0.0092081,0.043135,0.14266,4.0901e+07,0
0.77559,0.0354,0.017446,0.11604,1.8402e+07,1
0.66493,0.014979,0.032941,0.13582,2.7208e+07,1
0.81233,0.017415,0.050537,0.14868,4.6539e+07,0
0.7786,0.019091,0.029071,0.127,2.3204e+07,0
0.6911,0.027528,0.026025,0.13208,2.9119e+07,0
0.69929,0.013212,0.026232,0.13191,2.0993e+07,0
0.75306,0.010229,0.031336,0.13875,2.756e+07,1
0.80613,0.018644,0.024315,0.12716,2.2982e+07,1
0.82455,0.013327,0.029628,0.13646,2.4161e+07,0
0.85563,0.018184,0.039572,0.14545,3.5289e+07,0
0.68786,0.011363,0.026512,0.12897,2.3504e+07,0
0.73877,0.010222,0.033007,0.13751,2.7696e+07,0
0.70085,0.011823,0.04098,0.1579,3.5822e+07,1
0.71827,0.010673,0.037402,0.14574,3.6895e+07,0
0.65016,0.013256,0.034659,0.13656,2.7938e+07,1
0.87565,0.029306,0.044991,0.13602,4.1936e+07,0
0.75804,0.015794,0.035286,0.14337,3.0327e+07,0
0.73011,0.015999,0.062109,0.17629,6.4779e+07,0
0.69271,0.026104,0.024922,0.13329,2.2236e+07,1
0.79519,0.017243,0.035877,0.14602,3.6092e+07,0
0.70302,0.010096,0.025588,0.13065,2.219e+07,1
0.75424,0.019744,0.030886,0.13596,2.6864e+07,0
0.80982,0.012056,0.063661,0.15671,5.6013e+07,1
0.74755,0.0082528,0.039734,0.14408,3.7302e+07,1
0.75224,0.01033,0.025393,0.12151,2.547e+07,0
0.70961,0.014668,0.024512,0.12133,2.3191e+07,0
0.74903,0.013763,0.0083278,0.091509,8.8847e+06,1
0.71179,0.0076589,0.041901,0.14356,3.6882e+07,0
0.69134,0.010286,0.026496,0.13948,2.4642e+07,1
0.73649,0.018377,0.028166,0.12934,2.7197e+07,1
0.7522,0.025829,0.024824,0.12141,2.3865e+07,0
0.76199,0.017842,0.026302,0.13246,2.9522e+07,0
0.72588,0.0049581,0.028411,0.13622,3.2702e+07,1
0.67141,0.018786,0.035963,0.14728,3.9351e+07,0
0.72708,0.017994,0.040159,0.14998,3.3214e+07,1
0.78371,0.020069,0.034181,0.14223,3.1323e+07,1
0.68617,0.030328,0.029519,0.13574,2.8977e+07,1
0.72001,0.019168,0.023056,0.12853,2.5624e+07,0
0.68287,0.018243,0.046688,0.15506,4.5949e+07,0
0.70298,0.0040178,0.041593,0.14941,4.2199e+07,0
0.72288,0.030501,0.02337,0.12964,2.3179e+07,0
0.79863,0.024438,0.01082,0.098729,1.1839e+07,0
0.68369,0.016965,0.029314,0.14041,3.3111e+07,0
0.8258,0.023792,0.0098358,0.090488,1.0059e+07,1
0.65409,0.026989,0.043999,0.15849,3.7652e+07,0
0.79881,0.022571,0.033511,0.14537,2.9065e+07,0
0.81545,0.020553,0.026474,0.13402,1.2982e+07,0
0.82547,0.021182,0.025576,0.13201,2.7776e+07,1
0.70739,0.012395,0.020696,0.12045,2.385e+07,0
0.76973,0.012277,0.036931,0.14828,3.8319e+07,0
0.81053,0.070352,0.025616,0.12832,2.9405e+07,0
0.72289,0.036223,0.029899,0.14017,2.645e+07,0
0.75531,0.013174,0.037893,0.14864,4.1364e+07,0
0.75564,0.016067,0.047017,0.16131,4.3302e+07,0
0.75255,0.010019,0.041968,0.14263,1.6423e+07,0
0.6492,0.0073452,0.028477,0.13598,2.6959e+07,0
0.82316,0.0244,0.034608,0.14904,3.5071e+07,0
0.73361,0.014955,0.037809,0.15554,3.7916e+07,0
0.73361,0.014955,0.037809,0.15554,3.7916e+07,0
0.71935,0.021857,0.016968,0.11816,1.598e+07,1
0.69901,0.027992,0.023241,0.13648,2.4172e+07,1
0.77843,0.0087133,0.029399,0.13379,3.5294e+07,0
0.74042,0.026605,0.009844,0.09464,1.0556e+07,0
0.72804,0.020073,0.022289,0.12692,1.7781e+07,0
0.68693,0.0082818,0.015504,0.11531,1.3525e+07,0
0.69143,0.0053871,0.017627,0.12363,1.1513e+07,0
0.70727,0.028688,0.035762,0.1544,2.497e+07,1
0.64286,0.018362,0.035979,0.14661,2.2426e+07,0
0.74136,0.020096,0.023418,0.11412,2.519e+07,0
0.79746,0.061425,0.018789,0.12057,2.0313e+07,0
0.76702,0.020967,0.018068,0.11651,2.0376e+07,0
0.76789,0.034625,0.03343,0.15525,3.2723e+07,0
0.82886,0.015223,0.02544,0.12775,3.2328e+07,0
0.70689,0.031542,0.03203,0.14222,1.5789e+07,1
0.72664,0.017942,0.029875,0.13643,1.1226e+07,0
0.83416,0.023417,0.026298,0.12889,1.2636e+07,1
0.762,0.042606,0.02643,0.12798,1.13e+07,1
0.78685,0.015477,0.035993,0.14252,3.6225e+07,0
0.73025,0.021051,0.034064,0.13517,2.1746e+07,0
0.85473,0.030455,0.018706,0.11774,8.9916e+06,0
0.77795,0.019268,0.03044,0.14507,2.9517e+07,0
0.79601,0.01233,0.035461,0.14513,3.5964e+07,0
0.73382,0.018882,0.05099,0.15677,3.7639e+07,1
0.80328,0.017279,0.043425,0.14938,3.1375e+07,0
0.72459,0.010035,0.04314,0.15733,3.2758e+07,1
0.79766,0.026978,0.0291,0.13707,2.1599e+07,1
0.75399,0.013429,0.039761,0.14511,3.2923e+07,0
0.75699,0.01289,0.015019,0.099183,1.2561e+07,0
0.75175,0.027019,0.043674,0.15113,3.2005e+07,0
0.66835,0.02228,0.024599,0.13562,2.8168e+07,0
0.745,0.02425,0.017354,0.10978,1.3897e+07,0
0.72411,0.012835,0.052026,0.15037,3.8027e+07,0
0.739,0.0057367,0.039856,0.14566,2.4942e+07,1
0.87237,0.017357,0.025701,0.12374,1.7246e+07,0
0.82067,0.010827,0.037163,0.13452,2.7038e+07,1
0.79268,0.024482,0.034773,0.14008,2.2502e+07,1
0.77245,0.010507,0.040825,0.14432,2.7407e+07,0
0.75091,0.012403,0.031304,0.13923,2.039e+07,1
0.69557,0.018303,0.03127,0.13387,2.737e+07,1
0.68756,0.012218,0.017924,0.11571,1.9079e+07,1
0.67378,0.015303,0.029269,0.13384,2.7885e+07,1
0.73491,0.019653,0.036093,0.14249,3.3803e+07,1
0.81835,0.027118,0.040924,0.15089,3.2244e+07,1
0.73811,0.03067,0.0026285,0.058446,2.3973e+06,1
0.71358,0.029201,0.02949,0.13379,2.9713e+07,1
0.83626,0.045439,0.041335,0.15372,4.981e+07,1
0.80403,0.016545,0.033075,0.1355,3.0606e+07,1
0.77486,0.01719,0.03292,0.14001,3.0246e+07,1
0.79111,0.030399,0.009185,0.09458,1.0961e+07,1
0.8212,0.020315,0.037435,0.1413,3.262e+07,1
0.77735,0.012339,0.048374,0.14739,3.9622e+07,1
0.80605,0.014055,0.043074,0.15127,4.4935e+07,1
0.78465,0.0068585,0.032848,0.14391,3.1045e+07,1
0.64627,0.0056758,0.033531,0.14092,3.2714e+07,1
0.80725,0.020072,0.039892,0.14936,4.1896e+07,1
0.75133,0.0084787,0.02489,0.12754,2.2553e+07,1
0.77575,0.025092,0.034471,0.14642,3.8439e+07,1
0.70446,0.011973,0.029378,0.14003,3.3252e+07,1
0.75843,0.016242,0.053257,0.16237,6.2848e+07,1
0.77883,0.011807,0.045961,0.15427,4.3457e+07,1
0.74582,0.023927,0.027308,0.13234,2.5605e+07,1
0.72299,0.011305,0.036018,0.13362,2.51e+07,1
0.7371,0.019412,0.039117,0.13746,2.8547e+07,1
0.69731,0.023445,0.034467,0.13981,3.0659e+07,1
0.74097,0.0075824,0.03624,0.1441,3.4124e+07,1
0.81601,0.012436,0.035101,0.14182,3.2593e+07,1
0.64032,0.0060369,0.033955,0.14159,3.3213e+07,1
0.75114,0.0078385,0.046563,0.13496,3.609e+07,1
0.86448,0.01107,0.028681,0.12899,2.2605e+07,1
0.77105,0.010445,0.051322,0.14979,4.5143e+07,1
0.76525,0.015192,0.052186,0.15788,4.6905e+07,1
0.73324,0.024453,0.037133,0.14101,3.42e+07,1
0.75595,0.015691,0.043782,0.15351,3.9124e+07,1
0.74224,0.016198,0.020976,0.11432,2.5334e+07,1
